id_huesped_reserva,id_reserva,id_cliente,rol
10069,5609,358,titular
10070,5610,105,titular
10071,5611,594,titular
10072,5612,218,titular
10073,5613,162,titular
10074,5614,684,titular
10075,5615,22,titular
10076,5616,480,titular
10077,5616,104,acompanante
10078,5616,143,acompanante
10079,5616,27,acompanante
10080,5617,16,titular
10081,5618,360,titular
10082,5618,739,acompanante
10083,5618,400,acompanante
10084,5618,597,acompanante
10085,5619,126,titular
10086,5620,158,titular
10087,5621,642,titular
10088,5621,759,acompanante
10089,5622,117,titular
10090,5622,635,acompanante
10091,5622,584,acompanante
10092,5623,408,titular
10093,5623,168,acompanante
10094,5623,570,acompanante
10095,5623,233,acompanante
10096,5624,126,titular
10097,5625,762,titular
10098,5626,737,titular
10099,5627,236,titular
10100,5628,506,titular
10101,5629,141,titular
10102,5629,325,acompanante
10103,5630,68,titular
10104,5631,178,titular
10105,5632,340,titular
10106,5633,507,titular
10107,5633,318,acompanante
10108,5634,337,titular
10109,5635,765,titular
10110,5636,523,titular
10111,5636,668,acompanante
10112,5637,397,titular
10113,5638,407,titular
10114,5638,471,acompanante
10115,5638,106,acompanante
10116,5639,772,titular
10117,5640,538,titular
10118,5640,549,acompanante
10119,5641,560,titular
10120,5641,152,acompanante
10121,5642,32,titular
10122,5643,593,titular
10123,5644,112,titular
10124,5644,189,acompanante
10125,5645,553,titular
10126,5646,282,titular
10127,5646,492,acompanante
10128,5646,332,acompanante
10129,5646,11,acompanante
10130,5647,493,titular
10131,5647,120,acompanante
10132,5647,452,acompanante
10133,5647,86,acompanante
10134,5647,740,acompanante
10135,5648,438,titular
10136,5648,101,acompanante
10137,5649,401,titular
10138,5650,359,titular
10139,5650,602,acompanante
10140,5650,539,acompanante
10141,5650,601,acompanante
10142,5650,31,acompanante
10143,5651,38,titular
10144,5651,472,acompanante
10145,5652,561,titular
10146,5653,636,titular
10147,5653,565,acompanante
10148,5653,610,acompanante
10149,5653,708,acompanante
10150,5653,489,acompanante
10151,5654,630,titular
10152,5655,106,titular
10153,5655,469,acompanante
10154,5655,106,acompanante
10155,5655,480,acompanante
10156,5656,745,titular
10157,5657,339,titular
10158,5657,525,acompanante
10159,5658,477,titular
10160,5658,548,acompanante
10161,5659,206,titular
10162,5660,91,titular
10163,5661,32,titular
10164,5662,526,titular
10165,5662,153,acompanante
10166,5662,138,acompanante
10167,5663,634,titular
10168,5664,775,titular
10169,5665,47,titular
10170,5666,109,titular
10171,5667,779,titular
10172,5668,146,titular
10173,5669,737,titular
10174,5670,448,titular
10175,5670,47,acompanante
10176,5671,152,titular
10177,5672,249,titular
10178,5672,327,acompanante
10179,5672,232,acompanante
10180,5673,159,titular
10181,5674,64,titular
10182,5674,578,acompanante
10183,5675,327,titular
10184,5675,140,acompanante
10185,5676,581,titular
10186,5677,376,titular
10187,5678,741,titular
10188,5679,471,titular
10189,5680,619,titular
10190,5680,483,acompanante
10191,5681,459,titular
10192,5682,628,titular
10193,5683,272,titular
10194,5684,289,titular
10195,5685,45,titular
10196,5686,411,titular
10197,5687,609,titular
10198,5688,380,titular
10199,5689,304,titular
10200,5689,93,acompanante
10201,5690,53,titular
10202,5691,621,titular
10203,5692,450,titular
10204,5693,155,titular
10205,5694,219,titular
10206,5695,125,titular
10207,5695,611,acompanante
10208,5696,502,titular
10209,5696,477,acompanante
10210,5696,494,acompanante
10211,5697,405,titular
10212,5697,303,acompanante
10213,5697,304,acompanante
10214,5698,147,titular
10215,5698,27,acompanante
10216,5698,482,acompanante
10217,5698,114,acompanante
10218,5698,71,acompanante
10219,5699,362,titular
10220,5699,419,acompanante
10221,5700,75,titular
10222,5700,377,acompanante
10223,5701,487,titular
10224,5701,185,acompanante
10225,5702,562,titular
10226,5703,158,titular
10227,5703,146,acompanante
10228,5704,71,titular
10229,5705,381,titular
10230,5705,749,acompanante
10231,5706,3,titular
10232,5706,618,acompanante
10233,5707,572,titular
10234,5708,737,titular
10235,5709,45,titular
10236,5709,493,acompanante
10237,5710,577,titular
10238,5711,743,titular
10239,5712,420,titular
10240,5713,636,titular
10241,5713,1,acompanante
10242,5714,510,titular
10243,5714,571,acompanante
10244,5714,280,acompanante
10245,5714,360,acompanante
10246,5715,800,titular
10247,5715,496,acompanante
10248,5716,29,titular
10249,5716,329,acompanante
10250,5717,552,titular
10251,5717,498,acompanante
10252,5718,44,titular
10253,5719,243,titular
10254,5720,329,titular
10255,5720,533,acompanante
10256,5720,57,acompanante
10257,5721,691,titular
10258,5722,435,titular
10259,5723,231,titular
10260,5723,291,acompanante
10261,5724,303,titular
10262,5724,484,acompanante
10263,5724,781,acompanante
10264,5725,495,titular
10265,5726,409,titular
10266,5727,299,titular
10267,5728,109,titular
10268,5729,693,titular
10269,5730,253,titular
10270,5731,154,titular
10271,5731,723,acompanante
10272,5732,26,titular
10273,5732,180,acompanante
10274,5732,176,acompanante
10275,5733,556,titular
10276,5734,519,titular
10277,5735,429,titular
10278,5735,109,acompanante
10279,5736,704,titular
10280,5736,290,acompanante
10281,5737,130,titular
10282,5737,70,acompanante
10283,5738,314,titular
10284,5739,15,titular
10285,5740,120,titular
10286,5740,3,acompanante
10287,5741,763,titular
10288,5741,170,acompanante
10289,5742,103,titular
10290,5742,660,acompanante
10291,5743,538,titular
10292,5743,173,acompanante
10293,5744,1,titular
10294,5744,231,acompanante
10295,5745,173,titular
10296,5746,132,titular
10297,5747,57,titular
10298,5747,587,acompanante
10299,5748,265,titular
10300,5749,731,titular
10301,5750,652,titular
10302,5750,739,acompanante
10303,5751,650,titular
10304,5751,103,acompanante
10305,5752,615,titular
10306,5753,225,titular
10307,5753,44,acompanante
10308,5754,33,titular
10309,5754,687,acompanante
10310,5754,248,acompanante
10311,5755,205,titular
10312,5755,114,acompanante
10313,5756,122,titular
10314,5757,546,titular
10315,5758,584,titular
10316,5758,716,acompanante
10317,5759,625,titular
10318,5759,33,acompanante
10319,5759,696,acompanante
10320,5759,439,acompanante
10321,5760,259,titular
10322,5761,396,titular
10323,5762,468,titular
10324,5763,426,titular
10325,5764,623,titular
10326,5765,105,titular
10327,5766,103,titular
10328,5767,377,titular
10329,5767,51,acompanante
10330,5768,382,titular
10331,5768,120,acompanante
10332,5769,603,titular
10333,5770,610,titular
10334,5770,182,acompanante
10335,5771,312,titular
10336,5772,786,titular
10337,5772,156,acompanante
10338,5773,326,titular
10339,5773,625,acompanante
10340,5773,509,acompanante
10341,5774,553,titular
10342,5775,472,titular
10343,5775,487,acompanante
10344,5776,738,titular
10345,5777,106,titular
10346,5778,258,titular
10347,5779,380,titular
10348,5780,756,titular
10349,5780,460,acompanante
10350,5781,254,titular
10351,5781,147,acompanante
10352,5782,659,titular
10353,5783,498,titular
10354,5783,161,acompanante
10355,5784,365,titular
10356,5784,696,acompanante
10357,5784,609,acompanante
10358,5784,98,acompanante
10359,5784,356,acompanante
10360,5785,14,titular
10361,5786,724,titular
10362,5786,495,acompanante
10363,5787,304,titular
10364,5788,51,titular
10365,5788,578,acompanante
10366,5788,762,acompanante
10367,5788,800,acompanante
10368,5789,385,titular
10369,5789,767,acompanante
10370,5790,586,titular
10371,5791,662,titular
10372,5791,550,acompanante
10373,5791,198,acompanante
10374,5792,576,titular
10375,5792,410,acompanante
10376,5792,252,acompanante
10377,5792,246,acompanante
10378,5793,736,titular
10379,5793,253,acompanante
10380,5793,382,acompanante
10381,5794,502,titular
10382,5794,471,acompanante
10383,5794,462,acompanante
10384,5794,551,acompanante
10385,5795,35,titular
10386,5796,535,titular
10387,5797,342,titular
10388,5798,644,titular
10389,5799,580,titular
10390,5799,539,acompanante
10391,5799,463,acompanante
10392,5799,498,acompanante
10393,5799,3,acompanante
10394,5800,502,titular
10395,5801,53,titular
10396,5801,130,acompanante
10397,5802,422,titular
10398,5802,71,acompanante
10399,5802,143,acompanante
10400,5802,460,acompanante
10401,5803,618,titular
10402,5803,289,acompanante
10403,5804,189,titular
10404,5805,679,titular
10405,5805,533,acompanante
10406,5806,429,titular
10407,5807,617,titular
10408,5808,523,titular
10409,5808,227,acompanante
10410,5809,607,titular
10411,5810,68,titular
10412,5811,83,titular
10413,5812,704,titular
10414,5813,625,titular
10415,5813,63,acompanante
10416,5813,234,acompanante
10417,5813,625,acompanante
10418,5814,546,titular
10419,5814,563,acompanante
10420,5815,365,titular
10421,5816,504,titular
10422,5817,236,titular
10423,5818,519,titular
10424,5818,65,acompanante
10425,5818,463,acompanante
10426,5819,491,titular
10427,5820,108,titular
10428,5820,90,acompanante
10429,5821,287,titular
10430,5821,470,acompanante
10431,5821,267,acompanante
10432,5822,599,titular
10433,5822,198,acompanante
10434,5822,66,acompanante
10435,5823,146,titular
10436,5824,781,titular
10437,5825,147,titular
10438,5826,417,titular
10439,5826,211,acompanante
10440,5826,651,acompanante
10441,5826,47,acompanante
10442,5827,539,titular
10443,5827,369,acompanante
10444,5828,482,titular
10445,5828,538,acompanante
10446,5829,489,titular
10447,5830,718,titular
10448,5830,689,acompanante
10449,5831,96,titular
10450,5831,738,acompanante
10451,5831,484,acompanante
10452,5831,635,acompanante
10453,5831,768,acompanante
10454,5832,709,titular
10455,5833,557,titular
10456,5834,191,titular
10457,5835,632,titular
10458,5835,693,acompanante
10459,5835,735,acompanante
10460,5835,81,acompanante
10461,5836,403,titular
10462,5837,79,titular
10463,5837,743,acompanante
10464,5838,364,titular
10465,5839,590,titular
10466,5840,682,titular
10467,5840,629,acompanante
10468,5841,6,titular
10469,5842,685,titular
10470,5842,633,acompanante
10471,5843,509,titular
10472,5844,610,titular
10473,5844,534,acompanante
10474,5845,695,titular
10475,5845,605,acompanante
10476,5845,763,acompanante
10477,5845,513,acompanante
10478,5846,782,titular
10479,5846,437,acompanante
10480,5846,740,acompanante
10481,5846,559,acompanante
10482,5847,23,titular
10483,5848,492,titular
10484,5849,566,titular
10485,5849,552,acompanante
10486,5850,122,titular
10487,5850,508,acompanante
10488,5851,583,titular
10489,5851,571,acompanante
10490,5851,430,acompanante
10491,5852,258,titular
10492,5852,507,acompanante
10493,5853,691,titular
10494,5853,218,acompanante
10495,5854,749,titular
10496,5854,760,acompanante
10497,5855,477,titular
10498,5856,759,titular
10499,5856,45,acompanante
10500,5856,551,acompanante
10501,5857,160,titular
10502,5858,538,titular
10503,5858,382,acompanante
10504,5858,71,acompanante
10505,5858,544,acompanante
10506,5859,452,titular
10507,5859,401,acompanante
10508,5860,238,titular
10509,5861,477,titular
10510,5862,590,titular
10511,5863,468,titular
10512,5863,304,acompanante
10513,5863,549,acompanante
10514,5864,398,titular
10515,5865,432,titular
10516,5866,795,titular
10517,5866,412,acompanante
10518,5867,506,titular
10519,5868,235,titular
10520,5869,52,titular
10521,5870,147,titular
10522,5870,748,acompanante
10523,5870,654,acompanante
10524,5871,166,titular
10525,5871,241,acompanante
10526,5871,511,acompanante
10527,5872,135,titular
10528,5873,279,titular
10529,5874,166,titular
10530,5875,419,titular
10531,5876,401,titular
10532,5877,579,titular
10533,5877,81,acompanante
10534,5878,284,titular
10535,5879,44,titular
10536,5880,699,titular
10537,5880,648,acompanante
10538,5881,683,titular
10539,5882,570,titular
10540,5883,535,titular
10541,5884,767,titular
10542,5885,259,titular
10543,5885,502,acompanante
10544,5885,455,acompanante
10545,5885,348,acompanante
10546,5886,340,titular
10547,5887,80,titular
10548,5888,447,titular
10549,5888,532,acompanante
10550,5889,424,titular
10551,5890,572,titular
10552,5891,669,titular
10553,5892,190,titular
10554,5893,516,titular
10555,5894,594,titular
10556,5894,551,acompanante
10557,5895,218,titular
10558,5896,24,titular
10559,5896,440,acompanante
10560,5897,85,titular
10561,5898,239,titular
10562,5899,35,titular
10563,5900,571,titular
10564,5901,279,titular
10565,5901,612,acompanante
10566,5901,475,acompanante
10567,5901,760,acompanante
10568,5901,279,acompanante
10569,5902,762,titular
10570,5903,390,titular
10571,5904,348,titular
10572,5905,538,titular
10573,5906,764,titular
10574,5907,716,titular
10575,5907,736,acompanante
10576,5907,655,acompanante
10577,5907,90,acompanante
10578,5908,536,titular
10579,5909,592,titular
10580,5910,179,titular
10581,5911,511,titular
10582,5912,729,titular
10583,5913,179,titular
10584,5914,283,titular
10585,5914,469,acompanante
10586,5915,27,titular
10587,5915,717,acompanante
10588,5915,296,acompanante
10589,5916,737,titular
10590,5917,378,titular
10591,5917,280,acompanante
10592,5917,482,acompanante
10593,5917,452,acompanante
10594,5917,350,acompanante
10595,5918,796,titular
10596,5919,288,titular
10597,5920,173,titular
10598,5921,79,titular
10599,5921,622,acompanante
10600,5921,384,acompanante
10601,5921,20,acompanante
10602,5921,368,acompanante
10603,5922,82,titular
10604,5922,762,acompanante
10605,5922,571,acompanante
10606,5922,123,acompanante
10607,5923,206,titular
10608,5924,472,titular
10609,5925,608,titular
10610,5925,785,acompanante
10611,5925,701,acompanante
10612,5926,343,titular
10613,5926,411,acompanante
10614,5927,254,titular
10615,5928,669,titular
10616,5928,656,acompanante
10617,5929,18,titular
10618,5930,583,titular
10619,5931,483,titular
10620,5931,564,acompanante
10621,5932,95,titular
10622,5932,459,acompanante
10623,5933,44,titular
10624,5933,249,acompanante
10625,5933,10,acompanante
10626,5934,108,titular
10627,5935,273,titular
10628,5935,750,acompanante
10629,5936,674,titular
10630,5936,735,acompanante
10631,5936,234,acompanante
10632,5937,226,titular
10633,5938,246,titular
10634,5938,617,acompanante
10635,5938,605,acompanante
10636,5938,571,acompanante
10637,5939,66,titular
10638,5940,242,titular
10639,5940,95,acompanante
10640,5940,506,acompanante
10641,5941,398,titular
10642,5941,118,acompanante
10643,5942,373,titular
10644,5942,152,acompanante
10645,5942,138,acompanante
10646,5943,592,titular
10647,5943,63,acompanante
10648,5944,372,titular
10649,5945,155,titular
10650,5946,67,titular
10651,5947,545,titular
10652,5947,541,acompanante
10653,5947,456,acompanante
10654,5948,118,titular
10655,5948,182,acompanante
10656,5949,520,titular
10657,5950,575,titular
10658,5950,436,acompanante
10659,5951,427,titular
10660,5952,425,titular
10661,5952,318,acompanante
10662,5953,23,titular
10663,5953,299,acompanante
10664,5953,410,acompanante
10665,5953,788,acompanante
10666,5954,179,titular
10667,5955,564,titular
10668,5955,517,acompanante
10669,5956,344,titular
10670,5957,252,titular
10671,5957,629,acompanante
10672,5958,634,titular
10673,5959,24,titular
10674,5960,284,titular
10675,5960,59,acompanante
10676,5961,675,titular
10677,5961,125,acompanante
10678,5961,208,acompanante
10679,5962,176,titular
10680,5963,157,titular
10681,5963,782,acompanante
10682,5964,652,titular
10683,5965,397,titular
10684,5966,386,titular
10685,5966,83,acompanante
10686,5967,225,titular
10687,5967,501,acompanante
10688,5967,664,acompanante
10689,5968,43,titular
10690,5968,675,acompanante
10691,5969,537,titular
10692,5969,108,acompanante
10693,5970,552,titular
10694,5970,756,acompanante
10695,5970,514,acompanante
10696,5971,296,titular
10697,5972,427,titular
10698,5972,206,acompanante
10699,5973,629,titular
10700,5973,782,acompanante
10701,5973,599,acompanante
10702,5974,751,titular
10703,5974,689,acompanante
10704,5974,609,acompanante
10705,5975,273,titular
10706,5975,232,acompanante
10707,5975,470,acompanante
10708,5975,126,acompanante
10709,5975,741,acompanante
10710,5976,480,titular
10711,5976,74,acompanante
10712,5977,508,titular
10713,5978,163,titular
10714,5979,425,titular
10715,5980,530,titular
10716,5980,707,acompanante
10717,5981,388,titular
10718,5981,512,acompanante
10719,5982,44,titular
10720,5982,526,acompanante
10721,5982,743,acompanante
10722,5983,56,titular
10723,5983,155,acompanante
10724,5983,426,acompanante
10725,5983,383,acompanante
10726,5984,466,titular
10727,5985,147,titular
10728,5985,278,acompanante
10729,5986,741,titular
10730,5986,122,acompanante
10731,5986,587,acompanante
10732,5987,626,titular
10733,5988,78,titular
10734,5988,448,acompanante
10735,5989,197,titular
10736,5990,248,titular
10737,5991,745,titular
10738,5991,41,acompanante
10739,5992,393,titular
10740,5993,104,titular
10741,5993,503,acompanante
10742,5993,459,acompanante
10743,5994,598,titular
10744,5994,667,acompanante
10745,5995,276,titular
10746,5995,40,acompanante
10747,5995,613,acompanante
10748,5996,395,titular
10749,5996,692,acompanante
10750,5997,581,titular
10751,5998,41,titular
10752,5998,249,acompanante
10753,5998,214,acompanante
10754,5999,459,titular
10755,5999,735,acompanante
10756,5999,531,acompanante
10757,6000,58,titular
10758,6000,779,acompanante
10759,6001,418,titular
10760,6002,525,titular
10761,6003,52,titular
10762,6003,297,acompanante
10763,6004,797,titular
10764,6004,83,acompanante
10765,6004,226,acompanante
10766,6005,588,titular
10767,6005,630,acompanante
10768,6005,651,acompanante
10769,6006,145,titular
10770,6007,484,titular
10771,6008,253,titular
10772,6009,735,titular
10773,6009,743,acompanante
10774,6010,426,titular
10775,6010,736,acompanante
10776,6010,562,acompanante
10777,6011,167,titular
10778,6011,661,acompanante
10779,6012,397,titular
10780,6013,155,titular
10781,6014,550,titular
10782,6014,68,acompanante
10783,6015,727,titular
10784,6015,417,acompanante
10785,6016,522,titular
10786,6017,491,titular
10787,6017,94,acompanante
10788,6018,565,titular
10789,6018,136,acompanante
10790,6019,172,titular
10791,6019,655,acompanante
10792,6019,217,acompanante
10793,6020,362,titular
10794,6020,425,acompanante
10795,6021,342,titular
10796,6021,10,acompanante
10797,6022,736,titular
10798,6023,29,titular
10799,6023,532,acompanante
10800,6023,425,acompanante
10801,6023,662,acompanante
10802,6023,492,acompanante
10803,6024,456,titular
10804,6024,302,acompanante
10805,6025,315,titular
10806,6025,634,acompanante
10807,6025,222,acompanante
10808,6025,621,acompanante
10809,6026,506,titular
10810,6026,509,acompanante
10811,6026,666,acompanante
10812,6026,561,acompanante
10813,6026,223,acompanante
10814,6027,749,titular
10815,6028,366,titular
10816,6029,173,titular
10817,6029,764,acompanante
10818,6030,718,titular
10819,6031,424,titular
10820,6032,331,titular
10821,6033,531,titular
10822,6033,780,acompanante
10823,6034,588,titular
10824,6034,748,acompanante
10825,6035,789,titular
10826,6036,388,titular
10827,6037,214,titular
10828,6038,572,titular
10829,6039,192,titular
10830,6040,306,titular
10831,6041,257,titular
10832,6041,657,acompanante
10833,6042,784,titular
10834,6043,50,titular
10835,6044,665,titular
10836,6045,499,titular
10837,6046,735,titular
10838,6046,367,acompanante
10839,6047,323,titular
10840,6048,748,titular
10841,6049,776,titular
10842,6050,170,titular
10843,6051,9,titular
10844,6051,762,acompanante
10845,6052,636,titular
10846,6052,222,acompanante
10847,6053,627,titular
10848,6054,669,titular
10849,6054,501,acompanante
10850,6055,153,titular
10851,6056,109,titular
10852,6057,648,titular
10853,6058,208,titular
10854,6059,271,titular
10855,6059,12,acompanante
10856,6059,453,acompanante
10857,6059,700,acompanante
10858,6060,78,titular
10859,6061,161,titular
10860,6061,17,acompanante
10861,6062,49,titular
10862,6063,754,titular
10863,6064,9,titular
10864,6065,38,titular
10865,6066,517,titular
10866,6066,333,acompanante
10867,6067,557,titular
10868,6068,759,titular
10869,6068,481,acompanante
10870,6069,608,titular
10871,6070,152,titular
10872,6071,455,titular
10873,6072,64,titular
10874,6073,590,titular
10875,6073,703,acompanante
10876,6073,163,acompanante
10877,6074,339,titular
10878,6074,749,acompanante
10879,6075,350,titular
10880,6076,430,titular
10881,6077,438,titular
10882,6078,267,titular
10883,6078,744,acompanante
10884,6079,392,titular
10885,6080,509,titular
10886,6081,29,titular
10887,6082,749,titular
10888,6083,327,titular
10889,6083,172,acompanante
10890,6083,621,acompanante
10891,6083,180,acompanante
10892,6083,696,acompanante
10893,6084,498,titular
10894,6085,478,titular
10895,6085,198,acompanante
10896,6086,6,titular
10897,6086,536,acompanante
10898,6087,93,titular
10899,6088,621,titular
10900,6088,400,acompanante
10901,6089,566,titular
10902,6089,674,acompanante
10903,6090,690,titular
10904,6090,760,acompanante
10905,6091,20,titular
10906,6091,594,acompanante
10907,6091,281,acompanante
10908,6092,498,titular
10909,6093,762,titular
10910,6094,652,titular
10911,6095,63,titular
10912,6095,394,acompanante
10913,6095,498,acompanante
10914,6095,332,acompanante
10915,6096,366,titular
10916,6096,554,acompanante
10917,6097,799,titular
10918,6098,727,titular
10919,6099,299,titular
10920,6099,511,acompanante
10921,6100,388,titular
10922,6101,452,titular
10923,6101,745,acompanante
10924,6101,417,acompanante
10925,6101,548,acompanante
10926,6102,180,titular
10927,6103,161,titular
10928,6104,173,titular
10929,6105,470,titular
10930,6106,708,titular
10931,6106,36,acompanante
10932,6107,288,titular
10933,6107,730,acompanante
10934,6107,53,acompanante
10935,6108,731,titular
10936,6108,362,acompanante
10937,6109,211,titular
10938,6109,17,acompanante
10939,6110,162,titular
10940,6110,627,acompanante
10941,6110,785,acompanante
10942,6110,741,acompanante
10943,6110,709,acompanante
10944,6111,350,titular
10945,6112,487,titular
10946,6112,710,acompanante
10947,6113,687,titular
10948,6113,757,acompanante
10949,6113,513,acompanante
10950,6114,497,titular
10951,6115,398,titular
10952,6116,294,titular
10953,6117,318,titular
10954,6118,768,titular
10955,6118,611,acompanante
10956,6118,750,acompanante
10957,6119,662,titular
10958,6120,29,titular
10959,6120,470,acompanante
10960,6121,548,titular
10961,6121,251,acompanante
10962,6122,154,titular
10963,6123,70,titular
10964,6123,710,acompanante
10965,6124,197,titular
10966,6124,611,acompanante
10967,6124,319,acompanante
10968,6125,157,titular
10969,6125,536,acompanante
10970,6126,384,titular
10971,6127,665,titular
10972,6128,294,titular
10973,6128,12,acompanante
10974,6128,114,acompanante
10975,6128,481,acompanante
10976,6128,492,acompanante
10977,6129,186,titular
10978,6129,706,acompanante
10979,6130,466,titular
10980,6131,269,titular
10981,6132,432,titular
10982,6132,176,acompanante
10983,6132,75,acompanante
10984,6133,411,titular
10985,6133,150,acompanante
10986,6134,769,titular
10987,6134,359,acompanante
10988,6135,181,titular
10989,6136,241,titular
10990,6137,782,titular
10991,6137,594,acompanante
10992,6138,628,titular
10993,6138,37,acompanante
10994,6139,86,titular
10995,6139,88,acompanante
10996,6139,102,acompanante
10997,6139,577,acompanante
10998,6139,659,acompanante
10999,6140,553,titular
11000,6141,67,titular
11001,6141,38,acompanante
11002,6141,795,acompanante
11003,6141,576,acompanante
11004,6142,306,titular
11005,6143,259,titular
11006,6144,403,titular
11007,6145,421,titular
11008,6146,799,titular
11009,6146,276,acompanante
11010,6146,764,acompanante
11011,6146,22,acompanante
11012,6147,156,titular
11013,6147,33,acompanante
11014,6148,380,titular
11015,6149,185,titular
11016,6150,277,titular
11017,6150,272,acompanante
11018,6151,532,titular
11019,6151,312,acompanante
11020,6151,385,acompanante
11021,6151,298,acompanante
11022,6151,497,acompanante
11023,6152,292,titular
11024,6153,612,titular
11025,6154,711,titular
11026,6155,214,titular
11027,6155,341,acompanante
11028,6156,632,titular
11029,6157,243,titular
11030,6158,627,titular
11031,6158,670,acompanante
11032,6159,659,titular
11033,6159,597,acompanante
11034,6159,677,acompanante
11035,6159,394,acompanante
11036,6159,68,acompanante
11037,6160,4,titular
11038,6161,344,titular
11039,6162,319,titular
11040,6163,714,titular
11041,6164,715,titular
11042,6164,622,acompanante
11043,6165,5,titular
11044,6165,24,acompanante
11045,6166,387,titular
11046,6167,728,titular
11047,6168,213,titular
11048,6169,494,titular
11049,6169,163,acompanante
11050,6169,238,acompanante
11051,6169,273,acompanante
11052,6170,709,titular
11053,6170,90,acompanante
11054,6171,650,titular
11055,6172,40,titular
11056,6172,731,acompanante
11057,6172,500,acompanante
11058,6172,439,acompanante
11059,6172,4,acompanante
11060,6173,191,titular
11061,6173,495,acompanante
11062,6174,667,titular
11063,6175,655,titular
11064,6176,18,titular
11065,6177,762,titular
11066,6178,516,titular
11067,6179,495,titular
11068,6179,560,acompanante
11069,6180,625,titular
11070,6181,240,titular
11071,6181,209,acompanante
11072,6182,550,titular
11073,6182,754,acompanante
11074,6182,705,acompanante
11075,6182,799,acompanante
11076,6183,497,titular
11077,6183,156,acompanante
11078,6183,700,acompanante
11079,6183,614,acompanante
11080,6183,416,acompanante
11081,6184,480,titular
11082,6185,548,titular
11083,6185,160,acompanante
11084,6186,24,titular
11085,6186,94,acompanante
11086,6186,78,acompanante
11087,6186,186,acompanante
11088,6187,581,titular
11089,6188,264,titular
11090,6188,525,acompanante
11091,6189,284,titular
11092,6190,314,titular
11093,6191,245,titular
11094,6192,735,titular
11095,6192,664,acompanante
11096,6193,24,titular
11097,6194,626,titular
11098,6195,361,titular
11099,6196,224,titular
11100,6197,312,titular
11101,6198,480,titular
11102,6199,271,titular
11103,6199,508,acompanante
11104,6199,35,acompanante
11105,6200,436,titular
11106,6201,457,titular
11107,6201,577,acompanante
11108,6202,314,titular
11109,6202,700,acompanante
11110,6202,686,acompanante
11111,6203,432,titular
11112,6203,784,acompanante
11113,6204,696,titular
11114,6205,139,titular
11115,6206,241,titular
11116,6207,454,titular
11117,6207,366,acompanante
11118,6208,546,titular
11119,6209,109,titular
11120,6209,181,acompanante
11121,6209,241,acompanante
11122,6210,610,titular
11123,6210,611,acompanante
11124,6211,588,titular
11125,6211,683,acompanante
11126,6212,223,titular
11127,6213,399,titular
11128,6213,319,acompanante
11129,6214,382,titular
11130,6214,423,acompanante
11131,6215,152,titular
11132,6216,739,titular
11133,6217,102,titular
11134,6218,53,titular
11135,6219,507,titular
11136,6220,785,titular
11137,6221,212,titular
11138,6222,340,titular
11139,6223,569,titular
11140,6224,108,titular
11141,6225,283,titular
11142,6225,635,acompanante
11143,6226,569,titular
11144,6226,730,acompanante
11145,6227,409,titular
11146,6228,23,titular
11147,6228,488,acompanante
11148,6229,226,titular
11149,6230,155,titular
11150,6231,767,titular
11151,6232,147,titular
11152,6233,462,titular
11153,6233,150,acompanante
11154,6233,219,acompanante
11155,6233,170,acompanante
11156,6233,512,acompanante
11157,6234,338,titular
11158,6234,136,acompanante
11159,6235,392,titular
11160,6236,323,titular
11161,6237,557,titular
11162,6238,414,titular
11163,6239,669,titular
11164,6240,712,titular
11165,6240,359,acompanante
11166,6241,280,titular
11167,6242,438,titular
11168,6243,178,titular
11169,6244,51,titular
11170,6245,604,titular
11171,6245,37,acompanante
11172,6245,611,acompanante
11173,6245,90,acompanante
11174,6246,58,titular
11175,6247,795,titular
11176,6247,763,acompanante
11177,6248,512,titular
11178,6248,362,acompanante
11179,6249,652,titular
11180,6249,477,acompanante
11181,6250,141,titular
11182,6250,204,acompanante
11183,6250,264,acompanante
11184,6251,299,titular
11185,6251,420,acompanante
11186,6251,379,acompanante
11187,6252,58,titular
11188,6253,788,titular
11189,6254,304,titular
11190,6255,189,titular
11191,6255,292,acompanante
11192,6255,332,acompanante
11193,6255,682,acompanante
11194,6256,114,titular
11195,6256,499,acompanante
11196,6256,81,acompanante
11197,6257,197,titular
11198,6257,195,acompanante
11199,6258,783,titular
11200,6258,32,acompanante
11201,6258,463,acompanante
11202,6259,602,titular
11203,6259,590,acompanante
11204,6259,472,acompanante
11205,6259,415,acompanante
11206,6259,197,acompanante
11207,6260,605,titular
11208,6260,721,acompanante
11209,6260,567,acompanante
11210,6260,691,acompanante
11211,6261,459,titular
11212,6261,70,acompanante
11213,6262,297,titular
11214,6263,31,titular
11215,6264,356,titular
11216,6264,496,acompanante
11217,6264,599,acompanante
11218,6265,6,titular
11219,6266,168,titular
11220,6266,482,acompanante
11221,6267,373,titular
11222,6267,688,acompanante
11223,6267,131,acompanante
11224,6268,145,titular
11225,6269,439,titular
11226,6270,325,titular
11227,6271,339,titular
11228,6271,743,acompanante
11229,6272,446,titular
11230,6272,238,acompanante
11231,6272,213,acompanante
11232,6272,554,acompanante
11233,6273,629,titular
11234,6274,696,titular
11235,6275,325,titular
11236,6276,263,titular
11237,6277,589,titular
11238,6277,363,acompanante
11239,6278,749,titular
11240,6279,29,titular
11241,6280,218,titular
11242,6281,26,titular
11243,6282,354,titular
11244,6283,15,titular
11245,6284,781,titular
11246,6285,245,titular
11247,6285,661,acompanante
